key;message_id;scope;source_type;source_locator;classification;active_in_app;source_hash;source_de;protected_tokens;notes;en;ro;el;es;fr
runtime.global.8c79f863;msg_8c79f863cb08dc64;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8c79f863cb08dc6438a7ff81eebd90d533464cc7041e338994a1c57c709bb087;ECOG, Linie, Tumorentität, Therapie und Tumoranteil als Confounder erfassen;ECOG;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8cd5b493;msg_8cd5b493be59e383;runtime_ui;javascript_literal;script[4] line 211 global/string;review;True;8cd5b493be59e38302a0b21ef156b5a20707d12d911ec4195cd40b6fec697c4e;Falle;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8cf06151;msg_8cf06151b76543b5;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +16 more";translatable;True;8cf06151b76543b5b001dbce90ac5f9aa4289dd63e0e96b78d9aac0203ec91b7;Falsch: Dringlichkeit erhöht Kommunikationsbedarf, senkt aber keine Qualitätsanforderungen.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8cfbbcf3;msg_8cfbbcf36907ea49;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8cfbbcf36907ea49d49f51e86023be7fcc4421699bcab92ea2ee4c210bd57b48;Falschaussage: MGMT ist eine klassische Treibermutation;MGMT;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8d381017;msg_8d38101794dd651a;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8d38101794dd651a57ef24ab9f97cfc95e9e0d04cb2e003c4baf5a4881da512b;MGMT-Methylierung als epigenetischen prädiktiven Marker erklären;MGMT;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8d4e223a;msg_8d4e223ae00b24d9;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;8d4e223ae00b24d9525962be6a4ee481a022b52acef6de82c0040d5e8404e315;Automatisierung vs. ärztlich-wissenschaftliche Verantwortung.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8d8035c0;msg_8d8035c04b7cbea3;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +11 more";translatable;True;8d8035c04b7cbea31e47cf8f8234c4cef84930ed593c13af98883b1352a7acc6;Population/Kohorte/Material und Ein-/Ausschlusskriterien definieren;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8db10949;msg_8db1094977cee90a;runtime_ui;javascript_literal;script[0] line 3026 global/string;translatable;True;8db1094977cee90a79e038af594002cfda9d00681fab62ba3804293c7260ed50;Richtiger Entscheidungsweg;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8dd90f82;msg_8dd90f82991dea14;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8dd90f82991dea14362dc642d9a0258405e72141552c924e11ebb58b5a423e1e;Zu pauschal: Reanalyse/Rückruf müssen durch Impact- und Risikoanalyse begründet werden.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8ea1326f;msg_8ea1326fd94b5f4f;runtime_ui;javascript_literal;script[0] line 937 global/template;translatable;True;8ea1326fd94b5f4f038f65a6154f5b87f6eaae5804b7297ddf1f99ec78eda88a;Clinical Reasoning wird jetzt nicht mehr fürs Lesen vergeben, sondern durch kurze Schlussfolgerungsfragen geprüft.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8ea55bce;msg_8ea55bcece9512e1;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 743 global/string";review;True;8ea55bcece9512e1eb35c014c95741c7521c557b3f986e94782da4b46fed0b38;Restmaterial;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8f288444;msg_8f2884443ca84e10;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8f2884443ca84e107d975579af1753b2bad32907011deec494500196ac20bc88;Richtig: Nachbarschaft, Indexing und Layout können Hinweise auf Verschleppung geben.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8f36a0f2;msg_8f36a0f2f57d218b;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;8f36a0f2f57d218b576789c93e43d2acc5b79d018e85cf39935285da7787c6a6;Optimale Lösung: Risikobasiert stoppen/klären/dokumentieren und erst nach belastbarer Bewertung freigeben: Routinepriorität vs. Forschungsinteresse;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.8f86a81a;msg_8f86a81abd3095e9;runtime_ui;javascript_literal;script[0] line 1819 global/string;review;True;8f86a81abd3095e95069b538781a3836f67bd9c1d385f667a5f4448cbef33db9;Debrief;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.90252831;msg_902528317e5e510d;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;902528317e5e510db4b284a9e5d4f55591f875be2209fbfd579fd857d95f742f;Keine Validierung nötig, wenn RNA-Seq-FDR signifikant ist.;RNA;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.904a682d;msg_904a682db7d82729;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;904a682db7d82729858829de185691726a8cb8e5ef8a33a73cf79fa25fdeac6f;Tumorboard verlangt „alles negativ“;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.90b19450;msg_90b19450e3d3582f;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;90b19450e3d3582fb97cbb0f4236e88e6d69f93164e4cb5c155a198a77c9c7f1;Integrierte Interpretation vollständig: Welcher Marker entscheidet über TKI-Auswahl? Die gewählten Methoden beantworten die Kernfrage mit angemessener Aussagekraft und Limitationen.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.90dd7209;msg_90dd72092028f33b;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +11 more";translatable;True;90dd72092028f33b10651b665f32baaf9afe2f8286b4206f8679c725f3bd0a40;Falsch: Das erhöht Data-Fishing-/HARKing- und Ressourcenrisiko.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9106a866;msg_9106a86613bdf014;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9106a86613bdf014805f7e26249f28c66a31c80cb7ab0f89632a6321ec091532;Zwei Varianten werden in der neuen Version anders gefiltert/klassifiziert.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9158ca8f;msg_9158ca8f195f912b;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9158ca8f195f912b70e7444946a20fae735ef2685ad253f760c7eedba326179a;Optimale Lösung: Vor Start Ethik, Einwilligung, Datenschutz, Materialschutz und Rückmelde-/Nebenbefundprozess klären.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.91817783;msg_91817783c01511b7;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;91817783c01511b742e151e407d6b8f57209aa68810137da7158e444ab593da8;Optimale Lösung: RNA-NGS/FISH ergänzen – mit fallgerechter Methodenkombination, Material-/QC-Bewertung und klarer MTB-Kommunikation.;FISH | MTB | NGS | QC | RNA | RNA-NGS;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.91cbc9e5;msg_91cbc9e5336013a4;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +16 more";translatable;True;91cbc9e5336013a4b316f8c6bf2457a910da5bf82c1e4e8717e6aff2d8e5715c;Problematischen Eintrag/Probe/Datei aus der Auswertung entfernen und fortfahren.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9234a157;msg_9234a1572bc744e1;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9234a1572bc744e1114f5ceb357bc987222fb58c8c139b2baaccc92cefc11703;Datenschutz-, Verfügbarkeits- oder Integritätsproblem.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.92d35c5b;msg_92d35c5ba4b3c337;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;92d35c5ba4b3c3374f67e68027dbc648337907efd9eeadbb358504831a830422;Alle Tumoren und alle Outcomes zusammenwerfen, um möglichst viele Fälle zu haben.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9312fad5;msg_9312fad5f44fe2f4;runtime_ui;javascript_literal;"script[0] line 1899 global/string; script[0] line 2320 global/string; script[0] line 2726 global/string; script[0] line 3186 global/string; script[1] line 47 global/string";translatable;True;9312fad5f44fe2f40b82ba7f213f646fadd933fa1006cf2466a6dc4ad9c850dd;Bearbeiten Sie die Fälle in Reihenfolge. Berichte und Kursprofil bauen auf abgeschlossenen Kursfällen auf.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.937ebb50;msg_937ebb509c3d0b00;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;937ebb509c3d0b00b635eb267d42a5e21fb525ee85b8693859969f60fa2ef912;FFPE-Artefaktprüfung;FFPE;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.939e1740;msg_939e174091a8871b;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;939e174091a8871b30b6c8fc89e1cd2d3d30f1b8af5db6d8df0a9f7d5993ee58;Kann nötig sein, ist aber ohne Prüfung der Rohdaten/Metadaten zu grob.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.940495de;msg_940495de8f03b62a;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;940495de8f03b62ae56019c6a64a55236aea235501b36ee88990ab7a8d912850;Neues NGS-/PCR-Kit-Lot soll direkt in der Routine eingesetzt werden.;NGS | PCR;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.942a3a97;msg_942a3a978e8cc523;runtime_ui;javascript_literal;"script[0] line 1899 global/string; script[0] line 2320 global/string; script[0] line 2726 global/string; script[0] line 3186 global/string; script[0] line 3479 global/string; script[1] line 47 global/string";translatable;True;942a3a978e8cc5232b49900b52ca4237ca1e88933ea0238e7dfe77e1194f8810;Kursfortschritt gespeichert.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.944a0df9;msg_944a0df998a25ace;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;944a0df998a25ace2a7afa4c0ea82beb7600a4abaa1b342da3fea0c6eb62eaa2;Labor/Forschung Materialschutz;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.94635d50;msg_94635d5078e41896;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +11 more";translatable;True;94635d5078e41896f086d56018a6778eae3d64e21e631becb7976fcac86cdd67;Empfohlener Projektpfad;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.948e3a2e;msg_948e3a2ecc207517;runtime_ui;javascript_literal;script[0] line 257 global/string;translatable;True;948e3a2ecc20751721354c1c6978c8e47547220869a5ba5977658df0050fec05;Welche Methodenbausteine passen zur Fragestellung?;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9499a1fa;msg_9499a1fae994aa5b;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9499a1fae994aa5bb8cedf4f94b347996d4e7d78ab78819efb127ffee246432d;Labor Datenschutz;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.94a8a747;msg_94a8a747a3f13d2e;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;94a8a747a3f13d2ed3209ea39788aa5378582ec9c92c7e91d935abfdc59dda9b;Optimale Lösung: Risikobasiert stoppen/klären/dokumentieren und erst nach belastbarer Bewertung freigeben: Deviation melden statt vertuschen;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.94ee12f0;msg_94ee12f0fbc2ee50;runtime_ui;javascript_literal;script[0] line 1032 global/template;translatable;True;94ee12f0fbc2ee50b3c7cd33368c2b3f96bac4590a5402c78f126a7ab57e7932;Method Rules;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.94fe40b3;msg_94fe40b382623c67;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;94fe40b382623c677a435fbb63c90a180d0ef3e255a91a65309d54dcce70fbbe;Optimal: Nachvollziehbarkeit wird wiederhergestellt und Wiederholungsfehler werden präventiv adressiert.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.951336a1;msg_951336a1e0015754;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +16 more";translatable;True;951336a1e001575405251dc9e108cd62a41214136f12514cfa18beeb93e031d1;Richtig: Wiederholung muss zur vermuteten Ursache passen.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.95374637;msg_953746376bd97cce;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;953746376bd97cce470244499b991045df8bbf3e3e9d72fcb353152d4f3eb390;Zeitdruck vs. Identitätssicherung.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.954bae97;msg_954bae9759bbd92f;runtime_ui;javascript_literal;script[0] line 830 global/string;translatable;True;954bae9759bbd92f4e0e4273c343960c25b12a4193eeca0989d6c1bdcd9f23e0;Eine Heatmap als primären Endpunkt verwenden.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.955138dd;msg_955138dd779e78a1;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;955138dd779e78a18e3342a3ee29c94b8b0647bddec338134095c47cd67fcbba;Datenzugriffe und Materialverbrauch dokumentieren;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9604449a;msg_9604449a3389dea5;runtime_ui;javascript_literal;script[0] line 3027 global/string;review;True;9604449a3389dea5b391e077da49b55b83af9f9d8fce071ee4fa53c83ac27a9f;Diskussionsfragen;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9639cbf1;msg_9639cbf1c81509f2;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9639cbf1c81509f23c8e2e109cd0d9c1b79bce2a5992ae0aea5b68a8adc6eeda;Kontrollen entscheiden über Gültigkeit.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9682c877;msg_9682c877d6b708c6;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9682c877d6b708c6699399f03dc01e931f982ebd10f668cf4a6b53dccb84f189;WSI-Scan unscharf: trotzdem für Tumoranteilsschätzung nutzen?;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.96b28e85;msg_96b28e857a75dd04;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;96b28e857a75dd04de102bcabfb17085268b6f122289d9b89be081eb9b6c58a1;Nur Software neu starten und den Run neu auswerten;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.973dd439;msg_973dd439bbb927e4;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;973dd439bbb927e4510e1d84a0dd5a8a63cb47beb08c6c28e6f6185fd2a88590;Optimale Lösung: Kandidat aus Entdeckungskohorte in unabhängiger Kohorte und orthogonaler Methode validieren.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.979aa4db;msg_979aa4dbfd51724a;runtime_ui;javascript_literal;script[0] line 338 global/string;translatable;True;979aa4dbfd51724a5394c9c7552e03fb72cd9018acbb9048841df1443b7384c0;Keine Nachforderung.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9823db01;msg_9823db01ef468272;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9823db01ef46827284cc51b230f032abe435d64279a68e203f933e667843ddd4;Vor Projekt-/Submissionsphase Rollen, Beiträge und Autorenschaftskriterien transparent anhand CRediT/ICMJE bzw. lokaler Regeln klären.;CRediT | ICMJE;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.986805bf;msg_986805bf663cc202;runtime_ui;javascript_literal;"script[0] line 1899 global/string; script[0] line 2320 global/string; script[0] line 2726 global/string; script[0] line 3186 global/string; script[1] line 47 global/string";translatable;True;986805bf663cc202b3196e12d650b56153a55603bd5d0b7aa8fd81336fa37584;Weiter / nächster offener Fall;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.991afd2e;msg_991afd2e1dbdeacb;runtime_ui;javascript_literal;script[0] line 1624 global/string;translatable;True;991afd2e1dbdeacb4e193dffd952967d9a8cc2c167d39f13080a24ede7e4f61a;MolPath Simulator v1.6 – Course / Session Logic;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9959d03a;msg_9959d03a3765900d;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +16 more";translatable;True;9959d03a3765900dfefa0934dd8780025be8a42459da92af70785badbe86e02b;Laborleitung/QM/ärztliche Freigabe und ggf. Einsender strukturiert informieren;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.99687e90;msg_99687e907459ce60;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;99687e907459ce601f490936e06f187e3fafdc1627c896f4f80d5831d673197a;Optimale Lösung: Pipelineänderung als Abweichung behandeln, Impact-Analyse durchführen, betroffene Befunde risikobasiert reanalysieren und Change-Control für künftige Updates etablieren.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.99c81c92;msg_99c81c9220ff8328;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;99c81c9220ff83284a43ba93918a3bef5623cead5c60cb4c44a0050bd1ef7f84;Optimal: Methode und Omics-Screen werden in ein klinisch prüfbares Projekt eingebettet.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9a10b8c3;msg_9a10b8c391521002;runtime_ui;javascript_literal;script[0] line 872 global/string;translatable;True;9a10b8c391521002931668295d173e61713e05af7e392e79dd0b967729a5933a;CAPA bzw. Korrektur-/Präventionsmaßnahme dokumentieren.;CAPA;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9a1f7490;msg_9a1f749065c739db;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9a1f749065c739db8560178b71568fb7c2ee07fc341c016369fdfa25efb7e52a;Nebenbefund-/Keimbahnverdachtsprozess definieren;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9a83788b;msg_9a83788b3550a100;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 743 global/string; script[0] line 743 global/string; script[0] line 743 global/string";review;True;9a83788b3550a100cc8d7585ff4aeec4a4e2d040226e595ed21fe398fdea232e;Liquid;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9add4ed9;msg_9add4ed94d6ae5fb;runtime_ui;javascript_literal;script[0] line 4 global/string;review;True;9add4ed94d6ae5fbf80ccf96b973255c47ad590ef2ecfb30d66842d12812e343;Kernproblem;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9b00b64e;msg_9b00b64e6ecb42f3;runtime_ui;javascript_literal;script[4] line 211 global/string;translatable;True;9b00b64e6ecb42f38d63b0edc84e9497d64d81fc8fa22c4340cf22b6b89313ad;Breit: validiertes großes Panel inkl. RAS/BRAF/MSI/TMB + MMR-IHC + MLH1-Einordnung.;BRAF | IHC | MLH1 | MSI | TMB | MMR-IHC;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9b3db7ae;msg_9b3db7ae350ae426;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9b3db7ae350ae4262e285555c5ef3cba53f7c5fc61f4df1d89565eac16d3a7a5;Integrierte Interpretation vollständig: Humangenetische Abklärung empfehlen? Die gewählten Methoden beantworten die Kernfrage mit angemessener Aussagekraft und Limitationen.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9b5d8c8b;msg_9b5d8c8b3c41ade4;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9b5d8c8b3c41ade419e71613d37f2d361c3c2a75060c3a432370cbfdb4ab8281;HRR/MMR-Panel Prostata;HRR;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9bb3bccd;msg_9bb3bccdab62cd1f;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9bb3bccdab62cd1f4c4545f2f917389d63b5554d1b8166ec0ebba1dfd3898f4e;Sequenzierbefund technisch plausibel, aber klinische Signifikanz unklar.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9c158019;msg_9c1580199ad4a865;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9c1580199ad4a8657d214f35c2be04c624eff9fd4b0610f03627a10a3cc7f27a;BRCA/HRR-Kontext wird therapeutisch eingeordnet.;HRR;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9c2ff5a3;msg_9c2ff5a3b6ce25a7;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string";translatable;True;9c2ff5a3b6ce25a7d6c408bb4a9b5373a737efd4013bfadf2be0ba0d6c6218cb;Positivkontrolle schwach, Patientenproben scheinbar okay;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9c46f137;msg_9c46f137047f68c0;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9c46f137047f68c009c27e75d6f1991ebecd69599abd98fd0493ec29070040d1;Grünes Licht: Genau das macht ein Projekt robust und vermittelbar.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9c8d900e;msg_9c8d900ebd8f24d3;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9c8d900ebd8f24d3d7103c6a19c19d50f3e2027245c8e63419d8c796f18f23c0;Optimale Lösung: VUS transparent begrenzen, HER2-IHC/ISH-Kontext prüfen und keine direkte Therapieempfehlung aus unsicherer Evidenz ableiten.;HER2 | IHC | VUS | HER2-IHC;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9c8f4177;msg_9c8f417777adb7c4;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +17 more";review;True;9c8f417777adb7c42579ab2ddef6c5707f4a212304c3ada89fabe0b9c062adc0;Kernfrage;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9ca927bb;msg_9ca927bb2167a276;runtime_ui;javascript_literal;script[1] line 42 global/string;review;True;9ca927bb2167a27656c32951ef2a349a996ca3acd26f5095101aea4701e2a8f5;Kurse;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9da337ce;msg_9da337ce2eb09aa4;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 743 global/string";review;True;9da337ce2eb09aa4c393e69b61a71c50eb6a826f6fde83c6794b2c1af8e81f37;Melanom;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9e1fc3c9;msg_9e1fc3c94975192a;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9e1fc3c94975192a33a8af5f317cd49fedd305b98b513c485adddee966153e3c;Nur governance-sicher erhobene Daten sind publizierbar und vertrauenswürdig.;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9e2a760f;msg_9e2a760f46fdd8ba;runtime_ui;javascript_literal;script[0] line 319 global/string;translatable;True;9e2a760f46fdd8ba333409ac484b17e00d4ebdf08fcfcb896ae049aee2484c7c;Niedrigwertige / nicht fallbezogene Methodenauswahl:;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9e6e77dd;msg_9e6e77ddbab03e31;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9e6e77ddbab03e316fa6bc8c6a7c892466334a72b2b44fee762298e961d8264b;Klinische Daten;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9e93982d;msg_9e93982d64c748fa;runtime_ui;javascript_literal;script[0] line 4 global/string;translatable;True;9e93982d64c748fa7bafac350c66b4e004da35db5413fb74c9b073ff8298066d;PDO-Biobank als langfristige Plattform;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9ef78383;msg_9ef783838b7ead33;runtime_ui;javascript_literal;script[4] line 199 global/string;translatable;True;9ef783838b7ead330513375958c8c91e8c0eba0cab0043310ff01d266e9bf31c;Liquid-Biopsy-Bestätigung bzw. Bestätigungsstrategie dargestellt;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9f3eaee8;msg_9f3eaee808d0846d;runtime_ui;javascript_literal;script[0] line 4 global/string;review;True;9f3eaee808d0846d3d6fc2dde81d329aa52369e6ceee2bf5896d6a5f3f3171d9;Pathway-Enrichment;;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
runtime.global.9fefc0d0;msg_9fefc0d008ce8982;runtime_ui;javascript_literal;"script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; script[0] line 4 global/string; +7 more";translatable;True;9fefc0d008ce898292b86ae45a88b17f2536bbb3dbdd088d90ef5b11b6312d0a;Durchwinken vs. Klärung, Dokumentation und ggf. CAPA.;CAPA;"Audit candidate outside structured stores; requires semantic wiring review before full translation.";;;;;
